企业代号,销方单位代号,销方单位代号
E32,A00621,5
E32,A05058,5
E32,A05460,5
E32,A07483,5
E32,A08792,5
E32,A08941,5
E32,A00565,4
E32,A00573,4
E32,A00595,4
E32,A01214,4
E32,A02242,4
E32,A02693,4
E32,A03060,4
E32,A03626,4
E32,A05425,4
E32,A05454,4
E32,A09682,4
E32,A09685,4
E32,A09827,4
E32,A10120,4
E32,A11884,4
E32,A13092,4
E32,A00594,3
E32,A00825,3
E32,A00883,3
E32,A02008,3
E32,A02282,3
E32,A02816,3
E32,A04585,3
E32,A04595,3
E32,A05477,3
E32,A05763,3
E32,A06204,3
E32,A07205,3
E32,A07313,3
E32,A07368,3
E32,A07921,3
E32,A08330,3
E32,A09620,3
E32,A09920,3
E32,A11380,3
E32,A11411,3
E32,A11602,3
E32,A13197,3
E32,A00607,2
E32,A00686,2
E32,A00694,2
E32,A00697,2
E32,A00738,2
E32,A00882,2
E32,A01205,2
E32,A01553,2
E32,A01566,2
E32,A03811,2
E32,A04276,2
E32,A04401,2
E32,A04402,2
E32,A04587,2
E32,A04590,2
E32,A04593,2
E32,A04599,2
E32,A04600,2
E32,A05060,2
E32,A05427,2
E32,A05432,2
E32,A05461,2
E32,A05465,2
E32,A06056,2
E32,A06753,2
E32,A06757,2
E32,A07132,2
E32,A07171,2
E32,A07647,2
E32,A07881,2
E32,A08311,2
E32,A08494,2
E32,A08606,2
E32,A08945,2
E32,A09219,2
E32,A09359,2
E32,A10094,2
E32,A10113,2
E32,A10114,2
E32,A11403,2
E32,A11430,2
E32,A11443,2
E32,A11508,2
E32,A11539,2
E32,A11555,2
E32,A11581,2
E32,A11594,2
E32,A11598,2
E32,A11604,2
E32,A11607,2
E32,A13098,2
E32,A13100,2
E32,A13170,2
E32,A13309,2
E32,A13655,2
E32,A00100,1
E32,A00297,1
E32,A00434,1
E32,A00457,1
E32,A00463,1
E32,A00561,1
E32,A00592,1
E32,A00601,1
E32,A00608,1
E32,A00611,1
E32,A00620,1
E32,A00622,1
E32,A00730,1
E32,A00775,1
E32,A00777,1
E32,A00823,1
E32,A00881,1
E32,A00884,1
E32,A00908,1
E32,A01130,1
E32,A01194,1
E32,A01217,1
E32,A01775,1
E32,A02272,1
E32,A02388,1
E32,A02394,1
E32,A02585,1
E32,A02669,1
E32,A02715,1
E32,A02791,1
E32,A02924,1
E32,A02980,1
E32,A02982,1
E32,A03114,1
E32,A03171,1
E32,A03264,1
E32,A03373,1
E32,A03388,1
E32,A03645,1
E32,A03702,1
E32,A03889,1
E32,A03939,1
E32,A04103,1
E32,A04282,1
E32,A04284,1
E32,A04403,1
E32,A04583,1
E32,A04589,1
E32,A04597,1
E32,A04640,1
E32,A04742,1
E32,A04887,1
E32,A05392,1
E32,A05448,1
E32,A05463,1
E32,A05464,1
E32,A05470,1
E32,A05628,1
E32,A05811,1
E32,A05825,1
E32,A06068,1
E32,A06113,1
E32,A06372,1
E32,A06420,1
E32,A06453,1
E32,A06676,1
E32,A06833,1
E32,A06856,1
E32,A06871,1
E32,A06915,1
E32,A06959,1
E32,A07190,1
E32,A07219,1
E32,A07418,1
E32,A07426,1
E32,A07444,1
E32,A07516,1
E32,A07615,1
E32,A07632,1
E32,A08310,1
E32,A08323,1
E32,A08413,1
E32,A08811,1
E32,A09017,1
E32,A09105,1
E32,A09241,1
E32,A09256,1
E32,A09269,1
E32,A09415,1
E32,A09525,1
E32,A09552,1
E32,A09687,1
E32,A09690,1
E32,A09693,1
E32,A09696,1
E32,A09928,1
E32,A09965,1
E32,A10690,1
E32,A10816,1
E32,A10956,1
E32,A10998,1
E32,A11367,1
E32,A11369,1
E32,A11370,1
E32,A11383,1
E32,A11385,1
E32,A11395,1
E32,A11451,1
E32,A11458,1
E32,A11465,1
E32,A11467,1
E32,A11469,1
E32,A11481,1
E32,A11486,1
E32,A11506,1
E32,A11543,1
E32,A11554,1
E32,A11558,1
E32,A11578,1
E32,A11580,1
E32,A11593,1
E32,A11596,1
E32,A11603,1
E32,A12018,1
E32,A12653,1
E32,A12791,1
E32,A12807,1
E32,A12820,1
E32,A12836,1
E32,A13093,1
E32,A13099,1
E32,A13101,1
E32,A13103,1
E32,A13147,1
E32,A13151,1
E32,A13163,1
E32,A13557,1
E32,A13590,1
E32,A13635,1
E32,A13923,1
E33,A10698,86
E33,A12807,66
E33,A08421,64
E33,A13419,55
E33,A10903,54
E33,A05430,51
E33,A03325,50
E33,A02500,46
E33,A00370,43
E33,A12333,35
E33,A12791,28
E33,A12843,28
E33,A10787,25
E33,A11858,23
E33,A06818,21
E33,A06663,16
E33,A08280,16
E33,A12387,16
E33,A03586,13
E33,A08109,13
E33,A10693,13
E33,A12771,12
E33,A10784,11
E33,A07348,9
E33,A09668,9
E33,A10839,9
E33,A10902,9
E33,A03152,8
E33,A01795,7
E33,A05891,7
E33,A06470,7
E33,A07389,7
E33,A07447,7
E33,A10882,7
E33,A12453,7
E33,A01462,6
E33,A06776,6
E33,A06819,6
E33,A07735,6
E33,A08348,6
E33,A10912,6
E33,A11583,6
E33,A12461,6
E33,A03577,5
E33,A03889,5
E33,A06011,5
E33,A07567,5
E33,A08521,5
E33,A10121,5
E33,A12399,5
E33,A00314,4
E33,A03700,4
E33,A03732,4
E33,A03822,4
E33,A04056,4
E33,A06347,4
E33,A06681,4
E33,A06753,4
E33,A06779,4
E33,A06941,4
E33,A07888,4
E33,A10036,4
E33,A10712,4
E33,A10789,4
E33,A10884,4
E33,A11988,4
E33,A12398,4
E33,A13240,4
E33,A00334,3
E33,A00884,3
E33,A01852,3
E33,A02552,3
E33,A02763,3
E33,A03187,3
E33,A04053,3
E33,A05712,3
E33,A06449,3
E33,A06902,3
E33,A06914,3
E33,A07244,3
E33,A07269,3
E33,A07891,3
E33,A08166,3
E33,A08968,3
E33,A09131,3
E33,A09184,3
E33,A09362,3
E33,A09656,3
E33,A10700,3
E33,A10704,3
E33,A10896,3
E33,A11073,3
E33,A12444,3
E33,A00280,2
E33,A00367,2
E33,A00907,2
E33,A01647,2
E33,A02555,2
E33,A02742,2
E33,A03039,2
E33,A03273,2
E33,A03281,2
E33,A03310,2
E33,A04044,2
E33,A05575,2
E33,A06342,2
E33,A06543,2
E33,A06702,2
E33,A06913,2
E33,A07242,2
E33,A07313,2
E33,A07476,2
E33,A07613,2
E33,A07653,2
E33,A08030,2
E33,A08179,2
E33,A08243,2
E33,A08283,2
E33,A08753,2
E33,A08794,2
E33,A09364,2
E33,A10675,2
E33,A10683,2
E33,A10741,2
E33,A11163,2
E33,A11845,2
E33,A12408,2
E33,A12440,2
E33,A12810,2
E33,A00286,1
E33,A00297,1
E33,A00543,1
E33,A00754,1
E33,A00758,1
E33,A00823,1
E33,A01151,1
E33,A01205,1
E33,A01577,1
E33,A01766,1
E33,A01863,1
E33,A02008,1
E33,A02010,1
E33,A02035,1
E33,A02272,1
E33,A02382,1
E33,A02393,1
E33,A02864,1
E33,A03114,1
E33,A03191,1
E33,A03302,1
E33,A03388,1
E33,A03450,1
E33,A03628,1
E33,A03645,1
E33,A03702,1
E33,A03711,1
E33,A03959,1
E33,A04055,1
E33,A04058,1
E33,A04061,1
E33,A04083,1
E33,A04141,1
E33,A04142,1
E33,A04277,1
E33,A04337,1
E33,A04361,1
E33,A04385,1
E33,A04611,1
E33,A05717,1
E33,A05964,1
E33,A06317,1
E33,A06783,1
E33,A06785,1
E33,A06908,1
E33,A06959,1
E33,A07139,1
E33,A07298,1
E33,A07368,1
E33,A07556,1
E33,A07645,1
E33,A07839,1
E33,A07869,1
E33,A08381,1
E33,A08408,1
E33,A08449,1
E33,A08482,1
E33,A08555,1
E33,A08616,1
E33,A08648,1
E33,A08761,1
E33,A08870,1
E33,A08887,1
E33,A08941,1
E33,A09055,1
E33,A09108,1
E33,A09132,1
E33,A09200,1
E33,A09269,1
E33,A09415,1
E33,A09463,1
E33,A09509,1
E33,A09518,1
E33,A09638,1
E33,A09646,1
E33,A09920,1
E33,A10690,1
E33,A10713,1
E33,A10723,1
E33,A10734,1
E33,A10759,1
E33,A10804,1
E33,A10807,1
E33,A10814,1
E33,A10827,1
E33,A10845,1
E33,A10856,1
E33,A10876,1
E33,A10887,1
E33,A10894,1
E33,A10940,1
E33,A11049,1
E33,A11104,1
E33,A11210,1
E33,A11904,1
E33,A11906,1
E33,A12384,1
E33,A12385,1
E33,A12419,1
E33,A12423,1
E33,A12465,1
E33,A12486,1
E33,A12738,1
E33,A12755,1
E33,A12773,1
E33,A12793,1
E33,A13116,1
E33,A13460,1
E33,A13571,1
E33,A13620,1
E33,A13651,1
E33,A13653,1
E33,A13655,1
E34,A03889,133
E34,A00370,127
E34,A09920,123
E34,A01421,94
E34,A13116,56
E34,A03910,49
E34,A12705,41
E34,A12178,34
E34,A02946,32
E34,A03890,29
E34,A12379,29
E34,A00360,28
E34,A03840,26
E34,A06204,26
E34,A06470,26
E34,A06740,26
E34,A02954,25
E34,A07720,25
E34,A13030,25
E34,A07313,23
E34,A13655,23
E34,A02956,22
E34,A06378,21
E34,A07022,21
E34,A07242,20
E34,A10970,20
E34,A01897,19
E34,A07931,19
E34,A02940,17
E34,A09943,16
E34,A01377,15
E34,A13557,15
E34,A05347,14
E34,A06372,13
E34,A12181,13
E34,A03198,12
E34,A03747,12
E34,A02990,11
E34,A06453,11
E34,A07107,11
E34,A07528,11
E34,A07645,11
E34,A10969,11
E34,A12180,11
E34,A05891,10
E34,A07412,10
E34,A08412,10
E34,A09180,10
E34,A10971,10
E34,A13394,10
E34,A00608,9
E34,A02500,9
E34,A03310,9
E34,A07414,9
E34,A07837,9
E34,A09471,9
E34,A09535,9
E34,A10956,9
E34,A13418,9
E34,A03751,8
E34,A10574,8
E34,A12600,8
E34,A13431,8
E34,A01374,7
E34,A03346,7
E34,A03630,7
E34,A05265,7
E34,A09274,7
E34,A12179,7
E34,A13840,7
E34,A00376,6
E34,A01435,6
E34,A02819,6
E34,A02955,6
E34,A03179,6
E34,A03318,6
E34,A03645,6
E34,A03807,6
E34,A09012,6
E34,A10485,6
E34,A00276,5
E34,A02382,5
E34,A02663,5
E34,A04043,5
E34,A05430,5
E34,A05628,5
E34,A05851,5
E34,A06357,5
E34,A06541,5
E34,A06669,5
E34,A06745,5
E34,A06993,5
E34,A08749,5
E34,A08906,5
E34,A08939,5
E34,A09733,5
E34,A10483,5
E34,A10688,5
E34,A11980,5
E34,A12807,5
E34,A13438,5
E34,A13670,5
E34,A00087,4
E34,A00937,4
E34,A02825,4
E34,A02864,4
E34,A03266,4
E34,A03784,4
E34,A03946,4
E34,A04173,4
E34,A04409,4
E34,A06936,4
E34,A06958,4
E34,A07994,4
E34,A08434,4
E34,A09936,4
E34,A10193,4
E34,A12002,4
E34,A12640,4
E34,A12896,4
E34,A13020,4
E34,A13197,4
E34,A13400,4
E34,A13415,4
E34,A00302,3
E34,A00473,3
E34,A01286,3
E34,A01376,3
E34,A01380,3
E34,A01399,3
E34,A02295,3
E34,A02467,3
E34,A02493,3
E34,A02558,3
E34,A02993,3
E34,A03493,3
E34,A03660,3
E34,A03934,3
E34,A04048,3
E34,A04119,3
E34,A04138,3
E34,A04366,3
E34,A05450,3
E34,A05658,3
E34,A05953,3
E34,A06451,3
E34,A06563,3
E34,A07236,3
E34,A07445,3
E34,A08025,3
E34,A08037,3
E34,A08515,3
E34,A08888,3
E34,A09241,3
E34,A09252,3
E34,A09415,3
E34,A09511,3
E34,A10698,3
E34,A11845,3
E34,A12018,3
E34,A12193,3
E34,A12373,3
E34,A12522,3
E34,A12569,3
E34,A13428,3
E34,A00012,2
E34,A00286,2
E34,A00297,2
E34,A00618,2
E34,A00692,2
E34,A00729,2
E34,A00815,2
E34,A00884,2
E34,A01165,2
E34,A01406,2
E34,A02244,2
E34,A02669,2
E34,A02687,2
E34,A03372,2
E34,A03388,2
E34,A03626,2
E34,A03728,2
E34,A03811,2
E34,A03831,2
E34,A03998,2
E34,A04011,2
E34,A04021,2
E34,A04050,2
E34,A04174,2
E34,A05325,2
E34,A05655,2
E34,A05688,2
E34,A05695,2
E34,A05811,2
E34,A06320,2
E34,A06403,2
E34,A06819,2
E34,A06839,2
E34,A06848,2
E34,A06920,2
E34,A06923,2
E34,A07348,2
E34,A07368,2
E34,A07439,2
E34,A07455,2
E34,A07567,2
E34,A07843,2
E34,A07852,2
E34,A08002,2
E34,A08035,2
E34,A08080,2
E34,A08209,2
E34,A08262,2
E34,A08686,2
E34,A08727,2
E34,A09191,2
E34,A09256,2
E34,A09400,2
E34,A09417,2
E34,A09499,2
E34,A10213,2
E34,A11280,2
E34,A11588,2
E34,A11849,2
E34,A11991,2
E34,A12191,2
E34,A12192,2
E34,A12207,2
E34,A12374,2
E34,A12375,2
E34,A12377,2
E34,A12578,2
E34,A12858,2
E34,A12889,2
E34,A12987,2
E34,A13144,2
E34,A13427,2
E34,A13578,2
E34,A13598,2
E34,A00298,1
E34,A00309,1
E34,A00310,1
E34,A00311,1
E34,A00377,1
E34,A00464,1
E34,A00478,1
E34,A00543,1
E34,A00598,1
E34,A00609,1
E34,A00663,1
E34,A00730,1
E34,A00810,1
E34,A00883,1
E34,A00906,1
E34,A01005,1
E34,A01249,1
E34,A01285,1
E34,A01407,1
E34,A01529,1
E34,A01538,1
E34,A01603,1
E34,A01631,1
E34,A01898,1
E34,A02008,1
E34,A02019,1
E34,A02035,1
E34,A02156,1
E34,A02186,1
E34,A02254,1
E34,A02274,1
E34,A02278,1
E34,A02282,1
E34,A02284,1
E34,A02394,1
E34,A02400,1
E34,A02423,1
E34,A02572,1
E34,A02585,1
E34,A02617,1
E34,A02689,1
E34,A02708,1
E34,A02780,1
E34,A02807,1
E34,A02827,1
E34,A02832,1
E34,A03018,1
E34,A03026,1
E34,A03062,1
E34,A03093,1
E34,A03120,1
E34,A03317,1
E34,A03324,1
E34,A03613,1
E34,A03654,1
E34,A03681,1
E34,A03703,1
E34,A03713,1
E34,A03805,1
E34,A03832,1
E34,A03873,1
E34,A03914,1
E34,A03930,1
E34,A03944,1
E34,A03986,1
E34,A03988,1
E34,A04044,1
E34,A04045,1
E34,A04055,1
E34,A04134,1
E34,A04162,1
E34,A04191,1
E34,A04223,1
E34,A04341,1
E34,A04492,1
E34,A04495,1
E34,A04574,1
E34,A05050,1
E34,A05202,1
E34,A05358,1
E34,A05437,1
E34,A05517,1
E34,A05662,1
E34,A05664,1
E34,A05676,1
E34,A05684,1
E34,A05819,1
E34,A05845,1
E34,A05954,1
E34,A06008,1
E34,A06275,1
E34,A06312,1
E34,A06361,1
E34,A06655,1
E34,A06828,1
E34,A06868,1
E34,A06928,1
E34,A06939,1
E34,A06955,1
E34,A06959,1
E34,A07017,1
E34,A07027,1
E34,A07120,1
E34,A07141,1
E34,A07153,1
E34,A07160,1
E34,A07168,1
E34,A07173,1
E34,A07212,1
E34,A07219,1
E34,A07246,1
E34,A07314,1
E34,A07325,1
E34,A07378,1
E34,A07381,1
E34,A07420,1
E34,A07467,1
E34,A07485,1
E34,A07488,1
E34,A07555,1
E34,A07587,1
E34,A07646,1
E34,A07647,1
E34,A07650,1
E34,A07808,1
E34,A07814,1
E34,A07828,1
E34,A07838,1
E34,A07925,1
E34,A08027,1
E34,A08033,1
E34,A08062,1
E34,A08066,1
E34,A08155,1
E34,A08158,1
E34,A08166,1
E34,A08261,1
E34,A08271,1
E34,A08327,1
E34,A08459,1
E34,A08488,1
E34,A08490,1
E34,A08560,1
E34,A08567,1
E34,A08622,1
E34,A08627,1
E34,A08628,1
E34,A08640,1
E34,A08733,1
E34,A08775,1
E34,A08796,1
E34,A08927,1
E34,A09043,1
E34,A09062,1
E34,A09152,1
E34,A09173,1
E34,A09217,1
E34,A09236,1
E34,A09242,1
E34,A09269,1
E34,A09323,1
E34,A09389,1
E34,A09399,1
E34,A09486,1
E34,A09507,1
E34,A09516,1
E34,A09602,1
E34,A09902,1
E34,A09969,1
E34,A10195,1
E34,A10209,1
E34,A10481,1
E34,A10498,1
E34,A10545,1
E34,A11139,1
E34,A11225,1
E34,A11351,1
E34,A11657,1
E34,A11883,1
E34,A11898,1
E34,A11976,1
E34,A11984,1
E34,A11985,1
E34,A11999,1
E34,A12042,1
E34,A12047,1
E34,A12315,1
E34,A12534,1
E34,A12543,1
E34,A12544,1
E34,A12554,1
E34,A12556,1
E34,A12564,1
E34,A12565,1
E34,A12631,1
E34,A12791,1
E34,A13042,1
E34,A13114,1
E34,A13167,1
E34,A13336,1
E34,A13398,1
E34,A13401,1
E34,A13439,1
E34,A13440,1
E34,A13449,1
E34,A13590,1
E34,A13647,1
E34,A13702,1
E34,A13730,1
E34,A13744,1
E34,A13849,1
E34,A13924,1
E35,A05374,51
E35,A13654,44
E35,A07242,42
E35,A11584,31
E35,A00952,23
E35,A12201,21
E35,A04517,18
E35,A03254,17
E35,A12040,17
E35,A05352,15
E35,A03941,13
E35,A04903,13
E35,A10231,13
E35,A13491,13
E35,A01677,12
E35,A02966,12
E35,A05351,12
E35,A05770,12
E35,A07837,12
E35,A05341,11
E35,A06609,11
E35,A10482,11
E35,A11886,10
E35,A01974,9
E35,A07541,9
E35,A12202,9
E35,A00253,8
E35,A04980,8
E35,A12682,8
E35,A07604,7
E35,A05362,6
E35,A07188,6
E35,A08559,6
E35,A09917,6
E35,A10979,6
E35,A10466,5
E35,A10922,5
E35,A10982,5
E35,A12522,5
E35,A01203,4
E35,A03256,4
E35,A04981,4
E35,A05376,4
E35,A07633,4
E35,A10977,4
E35,A11243,4
E35,A11956,4
E35,A12702,4
E35,A13353,4
E35,A00958,3
E35,A04518,3
E35,A05322,3
E35,A05342,3
E35,A08561,3
E35,A10480,3
E35,A10978,3
E35,A13116,3
E35,A13497,3
E35,A00949,2
E35,A01991,2
E35,A03216,2
E35,A03619,2
E35,A05049,2
E35,A05356,2
E35,A06042,2
E35,A06409,2
E35,A06566,2
E35,A09918,2
E35,A10224,2
E35,A11955,2
E35,A12097,2
E35,A12199,2
E35,A13496,2
E35,A02105,1
E35,A02274,1
E35,A02583,1
E35,A02948,1
E35,A02982,1
E35,A03624,1
E35,A03626,1
E35,A03796,1
E35,A03889,1
E35,A04970,1
E35,A05294,1
E35,A05340,1
E35,A05349,1
E35,A05367,1
E35,A05891,1
E35,A06857,1
E35,A07170,1
E35,A07426,1
E35,A07451,1
E35,A07662,1
E35,A07875,1
E35,A08558,1
E35,A09017,1
E35,A10210,1
E35,A10234,1
E35,A10983,1
E35,A13280,1
E35,A13494,1
E35,A13655,1
E35,A13925,1
E36,A05888,128
E36,A05361,60
E36,A00151,55
E36,A11875,43
E36,A08235,37
E36,A11876,36
E36,A05247,34
E36,A09870,32
E36,A03889,31
E36,A09610,27
E36,A00806,26
E36,A06470,23
E36,A10562,23
E36,A05353,19
E36,A00379,18
E36,A07242,18
E36,A00202,17
E36,A06451,16
E36,A13655,16
E36,A01542,15
E36,A09876,15
E36,A01531,13
E36,A02748,13
E36,A00258,12
E36,A06608,12
E36,A06999,12
E36,A10134,12
E36,A03793,11
E36,A05891,11
E36,A07758,11
E36,A09716,11
E36,A02094,10
E36,A04572,10
E36,A05046,10
E36,A00370,9
E36,A01564,9
E36,A02008,9
E36,A06469,9
E36,A07313,9
E36,A10664,9
E36,A01363,8
E36,A01998,8
E36,A02599,8
E36,A05365,8
E36,A05886,8
E36,A06372,8
E36,A08158,8
E36,A10249,8
E36,A10580,8
E36,A13197,8
E36,A00347,7
E36,A05569,7
E36,A08427,7
E36,A10574,7
E36,A11712,7
E36,A00262,6
E36,A00336,6
E36,A01322,6
E36,A01585,6
E36,A01918,6
E36,A02003,6
E36,A05272,6
E36,A06390,6
E36,A07219,6
E36,A07445,6
E36,A10109,6
E36,A10596,6
E36,A12888,6
E36,A00184,5
E36,A00340,5
E36,A00576,5
E36,A01482,5
E36,A01561,5
E36,A05095,5
E36,A06204,5
E36,A06386,5
E36,A06534,5
E36,A07460,5
E36,A09871,5
E36,A09975,5
E36,A10252,5
E36,A10956,5
E36,A00297,4
E36,A00853,4
E36,A02549,4
E36,A02745,4
E36,A03490,4
E36,A05572,4
E36,A06412,4
E36,A06420,4
E36,A07004,4
E36,A08412,4
E36,A10567,4
E36,A10619,4
E36,A11873,4
E36,A13116,4
E36,A00064,3
E36,A00488,3
E36,A00947,3
E36,A01514,3
E36,A02102,3
E36,A02563,3
E36,A02816,3
E36,A03325,3
E36,A03573,3
E36,A07486,3
E36,A07734,3
E36,A07837,3
E36,A08582,3
E36,A08884,3
E36,A09199,3
E36,A09728,3
E36,A11898,3
E36,A12049,3
E36,A00138,2
E36,A00139,2
E36,A00147,2
E36,A00339,2
E36,A00608,2
E36,A00809,2
E36,A00856,2
E36,A01318,2
E36,A01505,2
E36,A01508,2
E36,A01527,2
E36,A01603,2
E36,A02025,2
E36,A02068,2
E36,A02708,2
E36,A02714,2
E36,A03097,2
E36,A03263,2
E36,A03419,2
E36,A03624,2
E36,A03626,2
E36,A03645,2
E36,A04044,2
E36,A04054,2
E36,A04164,2
E36,A04165,2
E36,A04808,2
E36,A05001,2
E36,A05017,2
E36,A05770,2
E36,A06195,2
E36,A06402,2
E36,A06516,2
E36,A06632,2
E36,A06785,2
E36,A06946,2
E36,A07008,2
E36,A07012,2
E36,A07084,2
E36,A07643,2
E36,A07773,2
E36,A07907,2
E36,A08044,2
E36,A08580,2
E36,A08583,2
E36,A08653,2
E36,A08920,2
E36,A09132,2
E36,A09198,2
E36,A09501,2
E36,A09609,2
E36,A09719,2
E36,A09720,2
E36,A09823,2
E36,A10033,2
E36,A10056,2
E36,A10096,2
E36,A10192,2
E36,A10205,2
E36,A10493,2
E36,A10584,2
E36,A10661,2
E36,A10954,2
E36,A11068,2
E36,A12656,2
E36,A13356,2
E36,A13492,2
E36,A13707,2
E36,A00057,1
E36,A00092,1
E36,A00101,1
E36,A00109,1
E36,A00116,1
E36,A00122,1
E36,A00156,1
E36,A00203,1
E36,A00228,1
E36,A00234,1
E36,A00251,1
E36,A00257,1
E36,A00259,1
E36,A00260,1
E36,A00261,1
E36,A00344,1
E36,A00412,1
E36,A00485,1
E36,A00548,1
E36,A00607,1
E36,A00781,1
E36,A00884,1
E36,A00956,1
E36,A00957,1
E36,A00968,1
E36,A01129,1
E36,A01205,1
E36,A01224,1
E36,A01287,1
E36,A01319,1
E36,A01338,1
E36,A01497,1
E36,A01502,1
E36,A01521,1
E36,A01525,1
E36,A01533,1
E36,A01537,1
E36,A01544,1
E36,A01547,1
E36,A01599,1
E36,A01609,1
E36,A01616,1
E36,A01632,1
E36,A01646,1
E36,A01668,1
E36,A01919,1
E36,A01983,1
E36,A01984,1
E36,A02007,1
E36,A02016,1
E36,A02020,1
E36,A02022,1
E36,A02035,1
E36,A02070,1
E36,A02076,1
E36,A02080,1
E36,A02082,1
E36,A02103,1
E36,A02150,1
E36,A02176,1
E36,A02206,1
E36,A02219,1
E36,A02272,1
E36,A02424,1
E36,A02558,1
E36,A02571,1
E36,A02648,1
E36,A02739,1
E36,A02765,1
E36,A02832,1
E36,A03057,1
E36,A03114,1
E36,A03299,1
E36,A03310,1
E36,A03380,1
E36,A03388,1
E36,A03527,1
E36,A03702,1
E36,A03748,1
E36,A03832,1
E36,A04047,1
E36,A04278,1
E36,A04511,1
E36,A04612,1
E36,A04613,1
E36,A04643,1
E36,A04650,1
E36,A04846,1
E36,A04920,1
E36,A04937,1
E36,A04944,1
E36,A04972,1
E36,A04973,1
E36,A05012,1
E36,A05020,1
E36,A05034,1
E36,A05072,1
E36,A05248,1
E36,A05249,1
E36,A05271,1
E36,A05380,1
E36,A05565,1
E36,A05567,1
E36,A05570,1
E36,A05614,1
E36,A05775,1
E36,A05853,1
E36,A05856,1
E36,A05957,1
E36,A06027,1
E36,A06088,1
E36,A06099,1
E36,A06197,1
E36,A06258,1
E36,A06288,1
E36,A06302,1
E36,A06312,1
E36,A06342,1
E36,A06374,1
E36,A06378,1
E36,A06409,1
E36,A06506,1
E36,A06539,1
E36,A06553,1
E36,A06605,1
E36,A06669,1
E36,A06801,1
E36,A06959,1
E36,A06980,1
E36,A07011,1
E36,A07071,1
E36,A07157,1
E36,A07221,1
E36,A07268,1
E36,A07368,1
E36,A07423,1
E36,A07459,1
E36,A07528,1
E36,A07547,1
E36,A07567,1
E36,A07635,1
E36,A07642,1
E36,A07644,1
E36,A07717,1
E36,A07737,1
E36,A07834,1
E36,A07843,1
E36,A07869,1
E36,A07893,1
E36,A07951,1
E36,A08058,1
E36,A08070,1
E36,A08123,1
E36,A08228,1
E36,A08258,1
E36,A08555,1
E36,A08585,1
E36,A08599,1
E36,A08670,1
E36,A08685,1
E36,A08703,1
E36,A08807,1
E36,A08822,1
E36,A08894,1
E36,A08942,1
E36,A08967,1
E36,A09090,1
E36,A09184,1
E36,A09195,1
E36,A09200,1
E36,A09217,1
E36,A09230,1
E36,A09656,1
E36,A09697,1
E36,A09713,1
E36,A09721,1
E36,A09726,1
E36,A09727,1
E36,A09730,1
E36,A09732,1
E36,A09845,1
E36,A09877,1
E36,A09893,1
E36,A09920,1
E36,A09957,1
E36,A10132,1
E36,A10138,1
E36,A10143,1
E36,A10152,1
E36,A10190,1
E36,A10203,1
E36,A10206,1
E36,A10222,1
E36,A10258,1
E36,A10465,1
E36,A10486,1
E36,A10492,1
E36,A10497,1
E36,A10534,1
E36,A10540,1
E36,A10554,1
E36,A10561,1
E36,A10566,1
E36,A10603,1
E36,A10611,1
E36,A10663,1
E36,A10872,1
E36,A10944,1
E36,A10976,1
E36,A10980,1
E36,A10987,1
E36,A11143,1
E36,A11200,1
E36,A11202,1
E36,A11222,1
E36,A11255,1
E36,A11287,1
E36,A11594,1
E36,A12082,1
E36,A12683,1
E36,A12686,1
E36,A12705,1
E36,A12898,1
E36,A12926,1
E36,A12938,1
E36,A13086,1
E36,A13129,1
E36,A13147,1
E36,A13188,1
E36,A13194,1
E36,A13212,1
E36,A13486,1
E36,A13489,1
E36,A13499,1
E36,A13557,1
E36,A13670,1
E37,A10946,100
E37,A13709,56
E37,A10951,43
E37,A10948,30
E37,A09514,28
E37,A10947,24
E37,A10949,23
E37,A00370,22
E37,A09982,20
E37,A02995,15
E37,A03655,15
E37,A10024,15
E37,A01994,14
E37,A06025,14
E37,A10952,14
E37,A11223,13
E37,A00074,10
E37,A11882,10
E37,A02708,9
E37,A05891,9
E37,A02282,8
E37,A00114,7
E37,A00180,7
E37,A02861,6
E37,A04510,6
E37,A12943,6
E37,A13720,6
E37,A01989,5
E37,A10506,5
E37,A10129,4
E37,A11228,4
E37,A12480,4
E37,A00160,3
E37,A02884,3
E37,A04909,3
E37,A05075,3
E37,A09180,3
E37,A10950,3
E37,A00168,2
E37,A01920,2
E37,A03626,2
E37,A03700,2
E37,A05575,2
E37,A06080,2
E37,A12229,2
E37,A00061,1
E37,A00102,1
E37,A00541,1
E37,A00547,1
E37,A00607,1
E37,A00609,1
E37,A00610,1
E37,A00616,1
E37,A00882,1
E37,A00896,1
E37,A01207,1
E37,A01687,1
E37,A02272,1
E37,A02284,1
E37,A02382,1
E37,A02400,1
E37,A02604,1
E37,A02669,1
E37,A02954,1
E37,A03318,1
E37,A03624,1
E37,A06023,1
E37,A06038,1
E37,A06378,1
E37,A06959,1
E37,A07282,1
E37,A07412,1
E37,A09283,1
E37,A10491,1
E37,A11226,1
E37,A11953,1
E37,A12925,1
E37,A12991,1
E37,A13050,1
E38,A00370,149
E38,A02008,52
E38,A07445,39
E38,A05777,38
E38,A03419,31
E38,A08565,28
E38,A06785,25
E38,A00489,22
E38,A00297,21
E38,A02016,16
E38,A06787,15
E38,A06822,14
E38,A08375,14
E38,A01708,13
E38,A02080,12
E38,A05936,12
E38,A07242,12
E38,A01746,11
E38,A00328,10
E38,A02030,10
E38,A03312,10
