销方单位代号,价税合计
A06830,33765.0
A06831,58960.0
A06832,13985.0
A06833,4036.0
A06834,3800.0
A06835,273960.0
A06836,38654.0
A06837,124.0
A06838,979.0
A06839,281264.0
A06840,174.0
A06841,6112.0
A06842,7693.0
A06843,31329735.349999998
A06844,398821.0
A06845,480.0
A06846,1624169.3199999998
A06847,109734.0
A06848,11230.0
A06849,2334.0
A06850,932.5
A06851,556.0
A06852,1200.0
A06853,302.0
A06854,1381.0
A06855,267.0
A06856,936.0
A06857,13701.0
A06858,710.0
A06859,535.0
A06860,10719.0
A06861,1012.0
A06862,2294.0
A06863,449.0
A06864,658.0
A06865,1060.0
A06866,91927.0
A06867,336.0
A06868,67437.0
A06869,4256.0
A06870,113358.0
A06871,5216.46
A06872,224.0
A06873,40000.0
A06874,40620.60999999999
A06875,86989.0
A06876,438.0
A06877,500.0
A06878,5398.0
A06879,405.0
A06880,1405.0
A06881,31109.0
A06882,447.0
A06883,1500.0
A06884,6698060.900000002
A06885,173696.0
A06886,225748.0
A06887,433578.0
A06888,9700.0
A06889,150.99
A06890,6716.5
A06891,4004.0
A06892,19581.5
A06893,16233.0
A06894,1154.0
A06895,32258.0
A06896,214099.45
A06897,13700.0
A06898,428.0
A06899,580.0
A06900,36000.0
A06901,10744.0
A06902,314300.0
A06903,32648.0
A06904,31192.0
A06905,4498.0
A06906,11978.0
A06907,250995.45999999993
A06908,19537.0
A06909,48744.0
A06910,55065.0
A06911,3000.0
A06912,4348.0
A06913,147999.97999999998
A06914,99000.0
A06915,15110.4
A06916,2288.0
A06917,14626.0
A06918,40465.0
A06919,602.0
A06920,1859871.04
A06921,337585.82
A06922,208852.46000000002
A06923,5849.379999999999
A06924,336.0
A06925,214.0
A06926,34328.86
A06927,3854.0
A06928,3097202.4
A06929,2576.0
A06930,2544620.0
A06931,5466.0
A06932,11193.0
A06933,1261774.72
A06934,6890.0
A06935,560.0
A06936,1734.1599999999999
A06937,145510.0
A06938,9776.0
A06939,960.0
A06940,900.0
A06941,1568469.08
A06942,1171.3
A06943,684.0
A06944,19900.0
A06945,1578.0
A06946,2148.0
A06947,236.0
A06948,19800.0
A06949,7300.0
A06950,13600.0
A06951,421.0
A06952,12407.4
A06953,7276.0
A06954,19766.5
A06955,325.0
A06956,378.0
A06957,106006.0
A06958,18415.0
A06959,172386.0
A06960,37514.4
A06961,6206.0
A06962,556.0
A06963,647.0
A06964,8208.5
A06965,299235.0
A06966,2769.0
A06967,90002.81
A06968,34283.81
A06969,6922.0
A06970,1180360.1000000013
A06971,339.0
A06972,9867.900000000001
A06973,1611.0
A06974,43062.08
A06975,6357.0
A06976,7243.0
A06977,6875.700000000001
A06978,12094.5
A06979,2638.0
A06980,2704.0
A06981,1799.0
A06982,1590.0
A06983,401800.0
A06984,10181.0
A06985,20586.0
A06986,50568.7
A06987,49911.6
A06988,2850.0
A06989,20473.0
A06990,387.9
A06991,192.0
A06992,485.0
A06993,998510.2400000001
A06994,776000.0
A06995,288260.52999999997
A06996,5000.0
A06997,1400.0
A06998,4346.0
A06999,1345650.1
A07000,950.0
A07001,2272.5
A07002,18434.0
A07003,9405.68
A07004,19829.0
A07005,9039.0
A07006,8945.0
A07007,994543.2300000001
A07008,2049416.2400000002
A07009,444.0
A07010,877.6
A07011,1400.0
A07012,887117.7800000001
A07013,370.0
A07014,625.0
A07015,1820.0
A07016,4440.5
A07017,56105.0
A07018,134740.0
A07019,400.0
A07020,503118.0
A07021,2605.0
A07022,11209.0
A07023,320.0
A07024,480.0
A07025,1930.0
A07026,1260.0
A07027,549165.56
A07028,1965.0
A07029,103029.0
A07030,7065940.56
A07031,210.0
A07032,4344.0
A07033,2531.0
A07034,460000.0
A07035,636.0
A07036,9836.0
A07037,9300.0
A07038,95841.12999999999
A07039,278.0
A07040,159005.0
A07041,800.0
A07042,2364.99
A07043,3120.0
A07044,32326.0
A07045,36710.0
A07046,2879702.8300000015
A07047,1050.0
A07048,35520.0
A07049,181242.0
A07050,2285865.0
A07051,1680663.59
A07052,219.0
A07053,96852.0
A07054,662.0
A07055,9157.96
A07056,12773.67
A07057,81739.0
A07058,794.0
A07059,1803.0
A07060,145.0
A07061,2723.0
A07062,239.0
A07063,2062.0
A07064,7766.0
A07065,485.0
A07066,460.0
A07067,306.0
A07068,3392.0
A07069,26684.3
A07070,106307.0
A07071,52314.0
A07072,3200.0
A07073,496.0
A07074,338.0
A07075,58.0
A07076,1128000.0
A07077,33501.0
A07078,2698.6
A07079,9982.0
A07080,20000.0
A07081,40693.0
A07082,162781.6
A07083,620.0
A07084,15600.0
A07085,69510.0
A07086,76821.56
A07087,3915488.5300000007
A07088,35995514.16000022
A07089,37878.6
A07090,1402716.04
A07091,20071.6
A07092,10354.7
A07093,4784.0
A07094,1170.0
A07095,300.0
A07096,258.0
A07097,800.0
A07098,6600.0
A07099,5004.0
A07100,400.0
A07101,200.0
A07102,176.0
A07103,500.0
A07104,3588.0
A07105,30697.6
A07106,519.0
A07107,1800939.6300000001
A07108,188900.0
A07109,961390.0
A07110,80.0
A07111,468.0
A07112,100.0
A07113,1210.0
A07114,160730.2
A07115,2780.0
A07116,116357.91999999997
A07117,246.0
A07118,6045.0
A07119,1894.0
A07120,13641.0
A07121,1038629.2
A07122,31703.6
A07123,189553.98
A07124,1140.0
A07125,1450.0
A07126,299762.0
A07127,5099844.9399999995
A07128,1250.0
A07129,42976.0
A07130,301.0
A07131,1180.0
A07132,2276313.9799999995
A07133,5919.0
A07134,3981.2400000000002
A07135,39.0
A07136,5366.0
A07137,35283.700000000004
A07138,31689.0
A07139,1013.0
A07140,48237.0
A07141,6376.0
A07142,20470.0
A07143,379.0
A07144,932.0
A07145,193866.0
A07146,65093.16
A07147,2458.5
A07148,1074574.25
A07149,31025.39
A07150,1300.0
A07151,9525.0
A07152,409.0
A07153,178.0
A07154,991.0
A07155,17256.0
A07156,11484.0
A07157,9119.0
A07158,249.0
A07159,1415.0
A07160,1305.0
A07161,13948.0
A07162,356.0
A07163,1500.0
A07164,4849637.299999998
A07165,3024.0
A07166,1748.0
A07167,1291092.7999999998
A07168,58.0
A07169,129602.1
A07170,573.0
A07171,280764.0
A07172,1080.0
A07173,3917.5
A07174,17643.0
A07175,3220.0
A07176,1625.9999999999998
A07177,45.0
A07178,263.5
A07179,250.5
A07180,4157290.0000000005
A07181,36453.5
A07182,7447.0
A07183,185.0
A07184,470.0
A07185,350.0
A07186,8160.0
A07187,1450.0
A07188,173299.46000000002
A07189,830.0
A07190,64.0
A07191,3890.0
A07192,926.0
A07193,700.0
A07194,8229.0
A07195,40142.4
A07196,303180.0
A07197,1182.0
A07198,5000.0
A07199,299.0
A07200,1487.0
A07201,840.0
A07202,24840.0
A07203,58600.0
A07204,242.0
A07205,364930.0
A07206,734.0
A07207,1940.0
A07208,100547.2
A07209,5701.0
A07210,4000.0
A07211,2094.0
A07212,1535086.63
A07213,734.0
A07214,21786.0
A07215,634.0
A07216,205.0
A07217,493.0
A07218,749.0
A07219,77767.81000000001
A07220,56935.15
A07221,121899.82
A07222,6060.0
A07223,2400.0
A07224,2400.0
A07225,6004774.0
A07226,75532.0
A07227,49028.189999999995
A07228,1560.0
A07229,54010.39
A07230,40213.0
A07231,16299.6
A07232,100000.0
A07233,130777.55000000002
A07234,36078.0
A07235,1721.0
A07236,14225.0
A07237,8109.0
A07238,1160.0
A07239,220.0
A07240,11707.0
A07241,22810.0
A07242,50503032.65999999
A07243,200.0
A07244,38456120.0
A07245,10200.0
A07246,131726.0
A07247,3852.0
A07248,154000.0
A07249,242870.0
A07250,11039.0
A07251,609438.87
A07252,3204948.4
A07253,1754231.9100000001
A07254,15808.0
A07255,800.0
A07256,8418.0
A07257,2310.0
A07258,500.0
A07259,28000.0
A07260,422473.42000000004
A07261,261200.0
A07262,1283283.66
A07263,604440.0
A07264,340735.0
A07265,1297188.4
A07266,163560.0
A07267,1500.0
A07268,1992867.84
A07269,1251842.5
A07270,750914.4199999999
A07271,7003.0
A07272,774534.0
A07273,21830.0
A07274,205199.0
A07275,205000.0
A07276,259000.0
A07277,9305.0
A07278,3480.0
A07279,40000.0
A07280,1720000.0
A07281,189831.51
A07282,806022.1
A07283,447990.8
A07284,1049605.01
A07285,235859.5
A07286,180971.76
A07287,66399.99
A07288,452839.97000000003
A07289,357808.01
A07290,417968.72
A07291,186185.0
A07292,7000.0
A07293,594924.19
A07294,20664.5
A07295,70475.0
A07296,184400.0
A07297,21860.0
A07298,38747.4
A07299,146335.0
A07300,350.0
A07301,29400.0
A07302,872076.14
A07303,3612.0
A07304,300.0
A07305,2037.0
A07306,1567.0
A07307,234.0
A07308,12504.5
A07309,19778.0
A07310,1374.0
A07311,14400.0
A07312,2190.0
A07313,66015962.16999989
A07314,462.0
A07315,332.0
A07316,147.0
A07317,126.0
A07318,138.0
A07319,672.0
A07320,376.0
A07321,836.0
A07322,8421.0
A07323,837.0
A07324,1555.0
A07325,1727.0
A07326,129.0
A07327,141.0
A07328,499.0
A07329,1221.0
A07330,159.0
A07331,2100.0
A07332,4399.0
A07333,239243.22000000003
A07334,600.0
A07335,2000.0
A07336,199.0
A07337,20796.0
A07338,800.0
A07339,1037.0
A07340,6710.0
A07341,626.0
A07342,616.0
A07343,1769.0
A07344,42635.0
A07345,4500.0
A07346,3062.45
A07347,3415.0
A07348,13583.0
A07349,4500.0
A07350,138000.0
A07351,1064.0
A07352,4033.0
A07353,960.0
A07354,320.0
A07355,9080.0
A07356,1000.0
A07357,10000.0
A07358,144431.71000000002
A07359,1489.0
A07360,1500.0
A07361,72000.0
A07362,2924.0
A07363,32000.0
A07364,7392.0
A07365,1550460.2600000002
A07366,1146.4
A07367,720.0
A07368,34864381.13999998
A07369,1741.94
A07370,28.0
A07371,294.4
A07372,7991.0
A07373,15361.569999999996
A07374,1105.0
A07375,1095.0
A07376,14930.0
A07377,256.0
A07378,158.0
A07379,1696.0
A07380,52279.0
A07381,16072.0
A07382,2460.0
A07383,2700.0
A07384,2697.1
A07385,7500.0
A07386,98269.63
A07387,1937.0
A07388,1600.0
A07389,435040.0
A07390,16724.0
A07391,1880.0
A07392,1800.0
A07393,200.0
A07394,14553.0
A07395,24300.0
A07396,660.0
A07397,96970.0
A07398,1080.0
A07399,57770.29
A07400,1668.0
A07401,824.0
A07402,600.0
A07403,2437.0
A07404,1111.0
A07405,758.0
A07406,56.0
A07407,21585.0
A07408,21602.0
A07409,71774.5
A07410,6489.0
A07411,2199.0
A07412,130149.23999999999
A07413,27086.289999999997
A07414,18481.780000000002
A07415,1325.0
A07416,31380.0
A07417,1000.0
A07418,1788.0
A07419,77452.29999999999
A07420,402975.5
A07421,1490.0
A07422,28456.0
A07423,36220.0
A07424,9000.0
A07425,1500.0
A07426,4297.0
A07427,3412.0
A07428,449.0
A07429,9670.0
A07430,304.0
A07431,13784.6
A07432,15800.0
A07433,4994.6
A07434,776000.0
A07435,1350.0
A07436,2227.0
A07437,8045.05
A07438,2480.0
A07439,249064.3
A07440,15750.0
A07441,175.0
A07442,407.0
A07443,23375.66
A07444,509120.0
A07445,6498178.089999998
A07446,10222.0
A07447,11084.0
A07448,7868.9
A07449,1229.0
A07450,3935.0
A07451,17354.0
A07452,1955.0
A07453,614.0
A07454,390.0
A07455,12387.0
A07456,333.0
A07457,300.0
A07458,192.0
A07459,991085.1
A07460,66578.0
A07461,800.0
A07462,2115.0
A07463,20640.0
A07464,650.0
A07465,4160.0
A07466,1075.0
A07467,3588.17
A07468,260000.0
A07469,47502.0
A07470,36025.5
A07471,634.0
A07472,775.0
A07473,594.0
A07474,1440.0
A07475,800.0
A07476,1940.0
A07477,1220.0
A07478,2000.0
A07479,2200.0
A07480,1408.0
A07481,4871.37
A07482,8400.0
A07483,97269.41
A07484,2640.0
A07485,37921.0
A07486,8025.0
A07487,800.0
A07488,6038.0
A07489,382.0
A07490,2024.0
A07491,2824.5
A07492,1963.0
A07493,916678.0
A07494,257.0
A07495,84558.0
A07496,992.86
A07497,62211.0
A07498,1440.0
A07499,2670.0
A07500,5100.0
A07501,1560.0
A07502,900.0
A07503,1300.0
A07504,18000.0
A07505,5155.0
A07506,3216.0
A07507,571.2
A07508,7942.0
A07509,37800.0
A07510,1200.0
A07511,81098.00000000001
A07512,3600.0
A07513,400.0
A07514,176.0
A07515,8840.0
A07516,1814.0
A07517,260.0
A07518,831339.0
A07519,300.0
A07520,1400.0
A07521,13144.0
A07522,1167.0
A07523,25471.0
A07524,1900.0
A07525,6000.0
A07526,2500.0
A07527,433.0
A07528,1969508.13
A07529,355.0
A07530,5850.0
A07531,9295.01
A07532,4145.23
A07533,291.0
A07534,1600.0
A07535,22100.0
A07536,4035.0
A07537,11820.0
A07538,107765.0
A07539,2799.0
A07540,353.0
A07541,55866.72
A07542,288.0
A07543,2176.0
A07544,118.0
A07545,2900.0
A07546,259204.81
A07547,48012.0
A07548,141176.0
A07549,136247.51
A07550,3780.0
A07551,720.0
A07552,1744.0
A07553,1948.0
A07554,3349.0
A07555,6104331.07
A07556,19716.0
A07557,2088.0
A07558,1700.0
A07559,1447.0
A07560,6589.0
A07561,420.0
A07562,1912.0
A07563,143434.0
A07564,20460.0
A07565,1519.8
A07566,257.4
A07567,1051123.98
A07568,1823.0
A07569,3124.0
A07570,86.6
A07571,1698.8
A07572,378.0
A07573,42500.0
A07574,13000.0
A07575,5595.0
A07576,4947.0
A07577,2205.0
A07578,23739.0
A07579,387.0
A07580,20805.0
A07581,3483.0
A07582,8337.0
A07583,2650.0
A07584,2601.0
A07585,12999.0
A07586,58398.59999999999
A07587,2007.0
A07588,565.0
A07589,1172.0
A07590,1549.0
A07591,267.0
A07592,1167.0
A07593,2052.0
A07594,706.0
A07595,2393.0
A07596,1354.0
A07597,1059.0
A07598,720.0
A07599,6942.0
A07600,659.1
A07601,17000.0
A07602,1000.0
A07603,263.0
A07604,324122.17000000004
A07605,1500.0
A07606,2101.0
A07607,162000.0
A07608,4252.0
A07609,642.0
A07610,796.0
A07611,4124.0
A07612,88932.0
A07613,15000.0
A07614,76.8
A07615,133288.0
A07616,2672910.9
A07617,2544.0
A07618,512717.13
A07619,20046.0
A07620,30791.28
A07621,1276.0
A07622,88193.0
A07623,15257.0
A07624,44866.0
A07625,80000.0
A07626,41227.479999999996
A07627,91842.0
A07628,1980.0
A07629,285249.2
A07630,586.0
A07631,259.0
A07632,277.0
A07633,118894.0
A07634,2159.0
A07635,47394.0
A07636,1928.0
A07637,775.0
A07638,477.0
A07639,16788.0
A07640,371000.0
A07641,1940796.8900000004
A07642,2632.0
A07643,48472.0
A07644,72469.0
A07645,16774.0
A07646,600.0
A07647,17790.0
A07648,160962.0
A07649,300.0
A07650,45355.0
A07651,3000.0
A07652,1197230.3
A07653,15600.0
A07654,5187.0
A07655,96.0
A07656,3581.0
A07657,89.0
A07658,297000.0
A07659,959376.67
A07660,29980.0
A07661,1800.0
A07662,744.0
A07663,18500.0
A07664,260.6
A07665,1026.0
A07666,10000.0
A07667,2884680.2200000007
A07668,333750.33999999997
A07669,3000.0
A07670,717.0
A07671,6076.0
A07672,30618.0
A07673,510718.0
A07674,2139.0
A07675,2077.0
A07676,88498.0
A07677,5386.0
A07678,9739.939999999999
A07679,24320.0
A07680,1100.0
A07681,968508.2000000002
A07682,154845.32
A07683,212.0
A07684,564971.98
A07685,10945.0
A07686,960.0
A07687,367.0
A07688,7678346.0
A07689,178051.01
A07690,81489.0
A07691,86111.0
A07692,452.0
A07693,2800.0
A07694,5000.0
A07695,1600.0
A07696,13500.0
A07697,12400.0
A07698,513.0
A07699,12877.0
A07700,356935.16
A07701,4920.0
A07702,1805.0
A07703,1919.0
A07704,7547.8
A07705,1589.3200000000002
A07706,2093331.5000000002
A07707,6365.0
A07708,168309.4
A07709,15200.0
A07710,102303.28
A07711,1500.0
A07712,118045.0
A07713,19032.0
A07714,5903.0
A07715,11996.0
A07716,245250.0
A07717,1118890.0
A07718,745549.84
A07719,4332022.640000001
A07720,120615.81
A07721,2690000.0
A07722,1213782.0
A07723,2989.6
A07724,108200.0
A07725,2500.0
A07726,16.0
A07727,12965.0
A07728,2200.0
A07729,340.0
A07730,30925.0
A07731,431228.0
A07732,272.0
A07733,1480491.72
A07734,26595.0
A07735,62839.0
A07736,66422.49
A07737,2100.0
A07738,23990.0
A07739,50833.0
A07740,10.8
A07741,1938.0
A07742,14034.8
A07743,16000.0
A07744,4526.0
A07745,158.0
A07746,59630.0
A07747,177.0
A07748,1666.0
A07749,1046.0
A07750,438.0
A07751,26000.0
A07752,55511.62
A07753,427.0
A07754,4548.03
A07755,4378.0
A07756,424883.42999999993
A07757,55719.0
A07758,202443.19999999998
A07759,5815.66
A07760,469066.0
A07761,1646542.1700000002
A07762,18500.0
A07763,260323.0
A07764,138888.0
A07765,176.0
A07766,8355.0
A07767,2098.0
A07768,19258.0
A07769,19600.0
A07770,3800.0
A07771,1022.0
A07772,21157.0
A07773,8463.0
A07774,3680.0
A07775,164680.56
A07776,9380.0
A07777,150.0
A07778,300.0
A07779,363.0
A07780,299.0
A07781,724.0
A07782,1500.0
A07783,269.0
A07784,2101.0
A07785,789.0
A07786,200.0
A07787,33510.0
A07788,5392.0
A07789,45000.0
A07790,12214.92
A07791,350.0
A07792,440.0
A07793,630049.1
A07794,3570.0
A07795,9600.0
A07796,1214.0
A07797,774.0
A07798,566.0
A07799,2344.5
A07800,1909.0
A07801,212.0
A07802,1987.5
A07803,3586.5
A07804,670.5
A07805,588.0
A07806,22330.0
A07807,44000.0
A07808,162523.72
A07809,156671.0
A07810,2800.0
A07811,1180.0
A07812,2950.0
A07813,1310.0
A07814,1170.0
A07815,820.0
A07816,1974.0
A07817,94400.0
A07818,333.0
A07819,120.0
A07820,64000.0
A07821,10320.52
A07822,675.0
A07823,72760.0
A07824,218875.7
A07825,14600.0
A07826,4250.0
A07827,780.0
A07828,262766.14
A07829,33372.0
A07830,114.0
A07831,2870.0
A07832,500000.0
A07833,5440.0
A07834,3210.0
A07835,295924.41
A07836,7280.0
A07837,1476399.08
A07838,15389.0
A07839,334383.95999999996
A07840,4250.0
A07841,2650.0
A07842,1414.0
A07843,875960.900000001
A07844,309.0
A07845,310.0
A07846,4389.0
A07847,943.0
A07848,345.0
A07849,3016.01
A07850,28831.0
A07851,393.0
A07852,16671.0
A07853,881.0
A07854,5791.0
A07855,1797.0
A07856,4000.0
A07857,22617.0
A07858,1060052.46
A07859,13239.0
A07860,6007.0
A07861,1132.0
A07862,1299.0
A07863,1693.0
A07864,1132.0
A07865,1020.0
A07866,940.0
A07867,8560.0
A07868,22084.0
A07869,96961.01000000001
A07870,593599.0
A07871,207716.0
A07872,432.0
A07873,114.0
A07874,1986652.7200000007
A07875,3200.0
A07876,149.0
A07877,4660.0
A07878,201132.0
A07879,1406.0
A07880,79254.0
A07881,68896.0
A07882,1150.0
A07883,484114.0
A07884,1300.0
A07885,1900.0
A07886,600.0
A07887,28550.0
A07888,224510.02000000002
A07889,858.0
A07890,4452.0
A07891,90232.5
A07892,9197.0
A07893,6799.0
A07894,8188.0
A07895,3288.0
A07896,161374.1
A07897,327.1
A07898,18338.4
A07899,19784.1
A07900,11730.0
A07901,79419.6
A07902,210752.14
A07903,65196.0
A07904,172692.2
A07905,9319.0
A07906,55750.0
A07907,72974.39999999997
A07908,2889983.8100000005
A07909,9000.0
A07910,39749.0
A07911,624173.67
A07912,15521.199999999999
A07913,613822.0
A07914,190.0
A07915,20000.0
A07916,7291.0
A07917,138851.4
A07918,11269.84
A07919,272127.0
A07920,690.0
A07921,1257364.0
A07922,539527.1599999999
A07923,775.0
A07924,7700.0
A07925,2785.5
A07926,23.0
A07927,386.5
A07928,15.0
A07929,39770.0
A07930,601.0
A07931,33979.0
A07932,1839.0
A07933,632.0
A07934,7090.0
A07935,8779.0
A07936,1457.0
A07937,151.0
A07938,6925.0
A07939,1269.0
A07940,2087.0
A07941,2610.0
A07942,9729.8
A07943,674959.6100000001
A07944,3046.0
A07945,408.0
A07946,959222.49
A07947,5366.0
A07948,120000.0
A07949,1000.0
A07950,2896197.4799999995
A07951,12898.0
A07952,597.0
A07953,129571.0
A07954,288.0
A07955,49418.0
A07956,60.0
A07957,131.0
A07958,4000.0
A07959,67900.68000000001
A07960,79438.17
A07961,237178.59
A07962,4488.0
A07963,56160.0
A07964,152254.7
A07965,78022.0
A07966,188718.0
A07967,12900.0
A07968,505182.78
A07969,5000.0
A07970,863075.0
A07971,208.0
A07972,21241.0
A07973,27257.5
A07974,243.0
A07975,1368.0
A07976,65690.0
A07977,9546.0
A07978,173896.5
A07979,5678.0
A07980,4890.0
A07981,7200.0
A07982,5450.0
A07983,503461.52
A07984,59829.0
A07985,3440.0
A07986,416.0
A07987,16308.0
A07988,304.0
A07989,168.0
A07990,807.0
A07991,715.0
A07992,9743.0
A07993,10167.0
A07994,24736.0
A07995,2100.0
A07996,119246.7
A07997,661.65
A07998,2400.0
A07999,13318.5
A08000,242135.0
A08001,1226428.2600000002
A08002,199230.0
A08003,2600.0
A08004,347.0
A08005,116021.0
A08006,1513.0
A08007,538.0
A08008,17500.0
A08009,624.0
A08010,8794.0
A08011,5500.0
A08012,1200.0
A08013,32719.58
A08014,101.01
A08015,17732.01
A08016,22250.0
A08017,4365.0
A08018,4495.0
A08019,214.0
A08020,282.0
A08021,345.0
A08022,9828.0
A08023,132.0
A08024,2278.0
A08025,809.0
A08026,6093.0
A08027,11667.5
A08028,11000.0
A08029,25205.0
A08030,45320.0
A08031,30510.0
A08032,758.0
A08033,221950.0
A08034,35150.0
A08035,908584.0
A08036,696.0
A08037,45059.0
A08038,316000.0
A08039,2568.0
A08040,24782.06
A08041,223004.54
A08042,4125.1
A08043,7997.0
A08044,213469.0
A08045,84309.95999999999
A08046,466.0
A08047,1680.0
A08048,2116.65
A08049,154.0
A08050,99.2
A08051,774.0
A08052,376.0
A08053,30636.0
A08054,770.0
A08055,472.0
A08056,11733.0
A08057,3456.0
A08058,7400.0
A08059,9600.0
A08060,1200.0
A08061,1543500.0
A08062,28915.0
A08063,34424.0
A08064,1790.0
A08065,11940.0
A08066,1062.0
A08067,318000.0
A08068,1114.0
A08069,450.0
A08070,2400.0
A08071,20000.0
A08072,360.0
A08073,195058.24000000005
A08074,5264.0
A08075,13979.0
A08076,850.0
A08077,25624.7
A08078,4800.0
A08079,973.0
A08080,5552.0
A08081,151.6
A08082,900.0
A08083,208.0
A08084,5295808.830000002
A08085,3000.0
A08086,54219.0
A08087,2552.0
A08088,3680.0
A08089,2558.0
A08090,1626.0
A08091,380000.0
A08092,3081980.0
A08093,1772.0
A08094,2594.0
A08095,723024.45
A08096,4828.5
A08097,94715.0
A08098,170.0
A08099,263954.0
A08100,890.0
A08101,326546.65
A08102,1489.0
A08103,4792.0
A08104,6569.0
A08105,41.8
A08106,1315.0
A08107,3423107.9599999995
A08108,2356000.0
A08109,1242000.0
A08110,1234243.08
A08111,921002.2999999999
A08112,45384.0
A08113,1687264.65
A08114,5498.0
A08115,142780.77000000002
A08116,7639.0
A08117,150644.0
A08118,113.8
A08119,18736.07
A08120,30072.7
A08121,73503.06
A08122,193438.6
A08123,80551.28999999996
A08124,1566496.5
A08125,12276.0
A08126,873.0
A08127,2076554.48
A08128,360.0
A08129,104839.8
A08130,2349.0
A08131,747.0
A08132,3214.08
A08133,2500.0
A08134,3374.0
A08135,100000.0
A08136,388.0
A08137,1999.0
A08138,288.0
A08139,1763.0
A08140,800.0
A08141,3494.0
A08142,246432.0
A08143,2531.0
A08144,880.0
A08145,4250.0
A08146,4856.0
A08147,23660.0
A08148,170000.0
A08149,23000.0
A08150,900.0
A08151,45000.0
A08152,44000.0
A08153,1227.0
A08154,3000.0
A08155,207914.25
A08156,16594.0
A08157,7522.0
A08158,2185703.8299999996
A08159,5460.0
A08160,820.0
A08161,7971.0
A08162,54732.71
A08163,2354.0
A08164,3656.0
A08165,348.0
A08166,236881.96000000002
A08167,400.0
A08168,22966.5
A08169,89419.95
A08170,2306.51
A08171,89026.71
A08172,1575.0
A08173,1100.0
A08174,191340.0
A08175,356.0
A08176,48277.0
A08177,282.0
A08178,3635.0
A08179,140141.0
A08180,11000.0
A08181,442.0
A08182,80000.0
A08183,560.0
A08184,910281.83
A08185,1021.0
A08186,670.0
A08187,124.0
A08188,213.0
A08189,297.0
A08190,1829.9
A08191,113170.0
A08192,24020.0
A08193,330000.0
A08194,101.0
A08195,32636.0
A08196,201.5
A08197,18339.41
A08198,9970.0
A08199,123840.0
A08200,5515.0
A08201,473.0
A08202,1077.0
A08203,60310.0
A08204,5.0
A08205,30540.0
A08206,12160.0
A08207,8441.0
A08208,12624.0
A08209,84414.0
A08210,15316.0
A08211,16679.0
A08212,14917.0
A08213,1440.0
A08214,49000.0
A08215,11336.0
A08216,105916.0
A08217,1942.0
A08218,196.0
A08219,11092.0
A08220,160000.0
A08221,3708.0
A08222,45842.0
A08223,3395.0
A08224,18700.0
A08225,159.0
A08226,7072.0
A08227,201.0
A08228,9638.0
A08229,4514545.14
A08230,34775.0
A08231,120.0
A08232,79678.0
A08233,624.0
A08234,133.0
A08235,2311021.1999999997
A08236,128709.72
A08237,16500.0
A08238,258.0
A08239,602.55
A08240,21925.0
A08241,18818.0
A08242,723.0
A08243,236540.93
A08244,3630.0
A08245,91210.0
A08246,42543.100000000006
A08247,184180.88
A08248,575000.0
A08249,21216.0
A08250,148.0
A08251,2760.7
A08252,1182279.09
A08253,2530.0
A08254,7399.0
A08255,6366.2
A08256,576.0
A08257,880179.0999999999
A08258,2072057.67
A08259,27669.0
A08260,164673.0
A08261,13248.0
A08262,19855.5
A08263,71.5
A08264,29880.0
A08265,2117.0
A08266,520.0
A08267,4926.0
A08268,1585.0
A08269,173800.0
A08270,1430.0
A08271,2950.0
A08272,330.0
A08273,8365.0
A08274,202.0
A08275,10902.0
A08276,2441.0
A08277,456.0
A08278,2267.0
A08279,23040.0
A08280,1292135.3
A08281,3729.0
A08282,539668.0
A08283,69781.2
A08284,18032.0
A08285,1132.0
A08286,320.0
A08287,1239.0
A08288,46374.0
A08289,4004.0
A08290,2184.0
A08291,1694.0
A08292,117968.0
A08293,168.0
A08294,1547.0
A08295,5418324.84
A08296,132.0
A08297,1105.0
A08298,139872.0
A08299,5411.0
A08300,258.0
A08301,539.0
A08302,2270.0
A08303,689.0
A08304,156.0
A08305,231998.0
A08306,50.0
A08307,9121.75
A08308,45.0
A08309,226.0
A08310,240.0
A08311,290.0
A08312,1339476.3699999999
A08313,1600.0
A08314,280.0
A08315,412.0
A08316,91961.0
A08317,52273.979999999996
A08318,1697.0
A08319,139201.2
A08320,1319.0
A08321,850.0
A08322,1373.0
A08323,149.0
A08324,225.0
A08325,510.88
A08326,27211.0
A08327,268656.4
A08328,420.0
A08329,258.0
A08330,27944.0
A08331,2679.0
A08332,96325.0
A08333,700.0
A08334,11092.0
A08335,1230.0
A08336,540.0
A08337,399.0
A08338,128.48
A08339,603372.0
A08340,495918.32999999996
A08341,1232.0
A08342,24000.0
A08343,188.0
A08344,2400.0
A08345,146.0
A08346,8400.0
A08347,497.0
A08348,60435.0
A08349,72400.0
A08350,169.0
A08351,606.0
A08352,21961.36
A08353,20962.0
A08354,5136.0
A08355,20500.0
A08356,824.0
A08357,22999.4
A08358,15876.0
A08359,14790.0
A08360,1265.0
A08361,1601.0
A08362,6842.0
A08363,598.0
A08364,1439448.0
A08365,11087.0
A08366,16956.3
A08367,962.0
A08368,11868.0
A08369,306.0
A08370,407.0
A08371,25406.0
A08372,88.0
A08373,585.0
A08374,1131.0
A08375,78994.0
A08376,257.0
A08377,71254.79999999999
A08378,40432.0
A08379,126.0
A08380,1870.0
A08381,5762.0
A08382,24000.0
A08383,300.0
A08384,2551.0
A08385,4582.0
