,销方单位代号
A10696,4
A04506,4
A03685,4
A08357,4
A12510,4
A04258,4
A06155,4
A00233,4
A01203,4
A08712,4
A03116,4
A11258,4
A09976,4
A02415,4
A01351,4
A13776,4
A02457,4
A03319,4
A08358,4
A05376,4
A04302,4
A13234,4
A09126,4
A05348,4
A02498,4
A00853,4
A05323,4
A07674,4
A03420,4
A00144,4
A02340,4
A09639,4
A07885,4
A05728,4
A04262,4
A01955,4
A04605,4
A03227,4
A02621,4
A01362,4
A12887,4
A12368,4
A03750,4
A05848,4
A09403,4
A13012,4
A13058,4
A00877,4
A05680,4
A04133,4
A06662,4
A10619,4
A03104,4
A00369,4
A03100,4
A08219,4
A10834,4
A00383,4
A07624,4
A02276,4
A05572,4
A01942,4
A13892,4
A04791,4
A03732,4
A09524,4
A07322,4
A10873,4
A00702,4
A03428,4
A01046,4
A12119,4
A05511,4
A11943,4
A01835,4
A06685,4
A01018,4
A01181,4
A04181,4
A06463,4
A01976,4
A12164,4
A00649,4
A00606,4
A06086,4
A13278,4
A11846,4
A11873,4
A08490,4
A03288,4
A04083,4
A12061,4
A06210,4
A10129,4
A04173,4
A11627,4
A10127,4
A02817,4
A06501,4
A04404,4
A11132,4
A04618,4
A09807,4
A10789,4
A08638,4
A09416,4
A09577,4
A02918,4
A03495,4
A08708,4
A07064,4
A13437,4
A07297,4
A08619,4
A13479,4
A12482,4
A08092,4
A07427,4
A06018,4
A11842,4
A11085,4
A12400,4
A08856,4
A01632,4
A10431,4
A06067,4
A05946,4
A06484,4
A13478,4
A00758,4
A02111,4
A13893,4
A12204,4
A12457,4
A10884,4
A11103,4
A02633,4
A08303,4
A12622,4
A10757,4
A13534,4
A06473,4
A13299,4
A12840,4
A09239,4
A04398,4
A02881,4
A12389,4
A10589,4
A12672,4
A06864,4
A02427,4
A04155,4
A12573,4
A02937,4
A00655,4
A01405,4
A11298,4
A11439,4
A08909,4
A13898,4
A04483,4
A09576,4
A10753,4
A00121,4
A12106,4
A04051,4
A01139,4
A12078,4
A09172,4
A05988,4
A00575,4
A12405,4
A00995,4
A00783,4
A01289,4
A04236,4
A13441,4
A11286,4
A00149,4
A00723,4
A12662,4
A01562,4
A00708,4
A09568,4
A02437,4
A12903,4
A00984,4
A06211,4
A10993,4
A03256,4
A12523,4
A07468,4
A12071,4
A11573,4
A13744,4
A10945,4
A02285,4
A08959,4
A04706,4
A08555,4
A00852,4
A05984,4
A05699,4
A04120,4
A08036,4
A06529,4
A01277,4
A01720,4
A07247,4
A03965,4
A10724,4
A10678,4
A06168,4
A04925,4
A10254,4
A13229,4
A12702,4
A04202,4
A01061,4
A06225,4
A13634,4
A04848,4
A02658,4
A02539,4
A04916,4
A04146,4
A09072,4
A04900,4
A11039,4
A02124,4
A11933,4
A10212,4
A06336,4
A07450,4
A10062,4
A08681,4
A03721,4
A09131,4
A10863,4
A09190,4
A12826,4
A09233,4
A08173,4
A00555,4
A09634,4
A02988,4
A10843,4
A04166,4
A01770,4
A09309,4
A04409,4
A02797,4
A05487,4
A12380,4
A01066,4
A12948,4
A00847,4
A10124,4
A03978,4
A06031,4
A09324,4
A10851,4
A01011,4
A05577,4
A06185,4
A11047,4
A10895,4
A04769,4
A04199,4
A13624,4
A03964,4
A00475,4
A01739,4
A03728,4
A00999,4
A06143,4
A09209,4
A04451,4
A07308,4
A13353,4
A00833,4
A01804,4
A11420,4
A10777,4
A07978,4
A05379,4
A10407,4
A00887,4
A00912,4
A02460,4
A11735,4
A12002,4
A00713,4
A13464,4
A02862,4
A12346,4
A13228,4
A02834,4
A02479,4
A08352,4
A06311,4
A12850,4
A03131,4
A06052,4
A06527,4
A00936,4
A03729,4
A12480,4
A04069,4
A12278,4
A05257,4
A11609,4
A02870,4
A12280,4
A05498,4
A01271,4
A08739,4
A10000,4
A09835,4
A02488,4
A06589,4
A04799,4
A05772,4
A10401,4
A10827,4
A00660,4
A04256,4
A13653,4
A05921,4
A10762,4
A06560,4
A04086,4
A04077,4
A02588,4
A06319,4
A03224,4
A09755,4
A07359,4
A03275,4
A11697,4
A09574,4
A01344,4
A00172,4
A08067,4
A04703,4
A07231,4
A06068,4
A08149,4
A11747,4
A07128,4
A13031,4
A12914,4
A10187,4
A11034,4
A01709,4
A02492,4
A00018,4
A10128,4
A10086,4
A10680,4
A09302,4
A13092,4
A08891,4
A07670,4
A09345,4
A00211,4
A04371,4
A12417,4
A04328,4
A01077,4
A08914,4
A07592,4
A04193,4
A07817,4
A04938,4
A06108,4
A01929,4
A05423,4
A04125,4
A03672,4
A12563,4
A12232,4
A12414,4
A00780,4
A04292,4
A12745,4
A06207,4
A05481,4
A01156,4
A11559,4
A10708,4
A09024,4
A00530,4
A02531,4
A02324,4
A13738,4
A11415,4
A09425,4
A08331,4
A00533,4
A02783,4
A04674,4
A00840,4
A10783,4
A05429,4
A08217,4
A08381,4
A10707,4
A12120,4
A10303,4
A04056,4
A13405,4
A11228,4
A07404,4
A06320,4
A00625,4
A03669,4
A04604,4
A06588,4
A10391,4
A02800,4
A02983,4
A06256,4
A00864,4
A12518,4
A07347,4
A07471,4
A07303,4
A02908,4
A02430,4
A01413,4
A05642,4
A09625,4
A02617,4
A09682,4
A11919,4
A11661,4
A00187,4
A03766,4
A01516,4
A09029,4
A11925,4
A02506,4
A00097,4
A02242,4
A04082,4
A02037,4
A05417,4
A07923,4
A01457,4
A06273,4
A00558,4
A04334,4
A10030,4
A05329,4
A12481,4
A11035,4
A04981,4
A12438,4
A09245,4
A01274,4
A09079,4
A13615,4
A03057,4
A03887,4
A10335,4
A13139,4
A10867,4
A11335,4
A02302,4
A08534,4
A12676,4
A08016,4
A09404,4
A13705,4
A08778,4
A12458,4
A05931,4
A00198,4
A06823,4
A03752,4
A02294,4
A11164,4
A11444,4
A06927,4
A05822,4
A12752,4
A12895,4
A04724,4
A01815,4
A05540,4
A09334,4
A12694,4
A12167,4
A03002,4
A08590,4
A02353,4
A01057,4
A01022,4
A05970,4
A07492,4
A13143,4
A09559,4
A08382,4
A07804,4
A09927,4
A06447,4
A11174,4
A04462,4
A11293,4
A09248,4
A11072,4
A11549,4
A09914,4
A03821,4
A10940,4
A01068,4
A01195,4
A13749,4
A02958,4
A07823,4
A09660,4
A00421,4
A01558,4
A10424,4
A09710,4
A04521,4
A05502,4
A02128,4
A08713,4
A11850,4
A13579,4
A03640,4
A03569,4
A06059,4
A09100,4
A02315,4
A02188,4
A06701,4
A09593,4
A05254,4
A06055,4
A00246,4
A11329,4
A05974,4
A08193,4
A10139,4
A03169,4
A08228,4
A07496,4
A11992,4
A03789,4
A01477,4
A07443,4
A07820,4
A06159,4
A09626,4
A03539,4
A10878,4
A05971,4
A05807,4
A10814,4
A11695,4
A04879,4
A12701,4
A05951,4
A10779,4
A13794,4
A00598,4
A11896,4
A04294,4
A12794,4
A10916,4
A08853,4
A11178,4
A01408,4
A04876,4
A05287,4
A10193,4
A04547,4
A02858,4
A02949,4
A12140,4
A02659,4
A02716,4
A09480,4
A11823,4
A04643,4
A07864,4
A08881,4
A08815,4
A09684,4
A12160,4
A08341,4
A05978,4
A04400,4
A11243,4
A10277,4
A07623,4
A09487,4
A04111,4
A02719,4
A06528,4
A06001,4
A11879,4
A11283,4
A12165,4
A02057,4
A02378,4
A09101,4
A12265,4
A07882,4
A01510,4
A07702,4
A09005,4
A05522,4
A02158,4
A04288,4
A13261,4
A03987,4
A06586,4
A12099,4
A12896,4
A08654,4
A12279,4
A06873,4
A13700,4
A09235,4
A12783,4
A08683,4
A03591,4
A11535,4
A07543,4
A13037,4
A08766,4
A11716,4
A01160,4
A01247,4
A05724,4
A03434,4
A04770,4
A00691,4
A11044,4
A05038,4
A00629,4
A13643,4
A04358,4
A03012,4
A03644,4
A03692,4
A13320,4
A03848,4
A01840,4
A01032,4
A11909,4
A07309,4
A11988,4
A10419,4
A13677,4
A08798,4
A03755,4
A08537,4
A08378,4
A08808,4
A09827,4
A09775,4
A03271,4
A06188,4
A03587,4
A05961,4
A02594,4
A00726,4
A09963,4
A02649,4
A04289,4
A13475,4
A00579,4
A06222,4
A06172,4
A03414,4
A12954,4
A08472,4
A10853,4
A07006,4
A10754,4
A08446,4
A10856,4
A08581,4
A10404,4
A01966,4
A13119,4
A08362,4
A07165,4
A00424,4
A02941,4
A03327,4
A02234,4
A02335,4
A07344,4
A12072,4
A07402,4
A04324,4
A08573,4
A00115,4
A03963,4
A09944,4
A02926,4
A05749,4
A06045,4
A06732,4
A12858,4
A10141,4
A01843,4
A13020,4
A12472,4
A03164,4
A03366,4
A11443,4
A03784,4
A07209,4
A05505,4
A09128,4
A09413,4
A12730,4
A01336,4
A06489,4
A06493,4
A10599,4
A06486,4
A00517,4
A03470,4
A04251,4
A10014,4
A12489,4
A12184,4
A03165,4
A03920,4
A01144,4
A05902,4
A05463,4
A01303,4
A06238,4
A07457,4
A09199,4
A09335,4
A12980,4
A10049,4
A01232,4
A11580,4
A08902,4
A12837,4
A01297,4
A07705,4
A07011,4
A11918,4
A08259,4
A06721,4
A04931,4
A02901,4
A03060,4
A12713,4
A07405,4
A10057,4
A07374,4
A12680,4
A10780,4
A07675,4
A04684,4
A07695,4
A01103,4
A01705,4
A09452,4
A09043,4
A11524,4
A05872,4
A03017,4
A11449,4
A00434,4
A00646,4
A01358,4
A10070,4
A11106,4
A12928,4
A07475,4
A07469,4
A03966,4
A11107,4
A07665,4
A09194,4
A03262,4
A06071,4
A07069,4
A10977,4
A04322,4
A08088,4
A02512,4
A06958,4
A04357,4
A10950,3
A08242,3
A03436,3
A01589,3
A06479,3
A11836,3
A11810,3
A08698,3
A00752,3
A08498,3
A13523,3
A11881,3
A06955,3
A03709,3
A02793,3
A02262,3
A05203,3
A03667,3
A13095,3
A09340,3
A03163,3
A08999,3
A03079,3
A08029,3
A06880,3
A11257,3
A00689,3
A04046,3
A13570,3
A09695,3
A09985,3
A08697,3
A00661,3
A03896,3
A05325,3
A04347,3
A08945,3
A13191,3
A05230,3
A00468,3
A05014,3
A04550,3
A01735,3
A06283,3
A01909,3
A12001,3
A12186,3
A01560,3
A07629,3
A12101,3
A08777,3
A12572,3
A12586,3
A13536,3
A02563,3
A08618,3
A05758,3
A03357,3
A04578,3
A10251,3
A08325,3
A10796,3
A02308,3
A12648,3
A08141,3
A00659,3
A02422,3
A12564,3
A13238,3
A05208,3
A08361,3
A05560,3
A00466,3
A04820,3
A00514,3
A05446,3
A03429,3
A08954,3
A13507,3
A01678,3
A04333,3
A09728,3
A02846,3
A12210,3
A11689,3
A12276,3
A01286,3
A07319,3
A03067,3
A12373,3
A00291,3
A00120,3
A09814,3
A00488,3
A01730,3
A02280,3
A07860,3
A01371,3
A09939,3
A11950,3
A00901,3
A06035,3
A09651,3
A06013,3
A08985,3
A06114,3
A11111,3
A05415,3
A13821,3
A07187,3
A13290,3
A09696,3
A03554,3
A06277,3
A04197,3
A05403,3
A11453,3
A10264,3
A03066,3
A01486,3
A10018,3
A06931,3
A04939,3
A08492,3
A09761,3
A10543,3
A05160,3
A02616,3
A01026,3
A08762,3
A11652,3
A10978,3
A12421,3
A07698,3
A01784,3
A08245,3
A13214,3
A05790,3
A00324,3
A06050,3
A00687,3
A01096,3
A03411,3
A04863,3
A00554,3
A01964,3
A00448,3
A06900,3
A11378,3
A08146,3
A09152,3
A11066,3
A05065,3
A04691,3
A11642,3
A03522,3
A11808,3
A12501,3
A06693,3
A06169,3
A00969,3
A08435,3
A13606,3
A12084,3
A09387,3
A00682,3
A08916,3
A04222,3
A01120,3
A11519,3
A08884,3
A01944,3
A12156,3
A07298,3
A13665,3
A08917,3
A11579,3
A08046,3
A13559,3
A03030,3
A01536,3
A07739,3
A05441,3
A03662,3
A04346,3
A00792,3
A07871,3
A12575,3
A10742,3
A03697,3
A05852,3
A09363,3
A10556,3
A08126,3
A13717,3
A13239,3
A09562,3
A09886,3
A05804,3
A13104,3
A12230,3
A09818,3
A04442,3
A05370,3
A02250,3
A03452,3
A09885,3
A01844,3
A02776,3
A13232,3
A12968,3
A11064,3
A10357,3
A11822,3
A01469,3
A00104,3
A05654,3
A06395,3
A08025,3
A09266,3
A07018,3
A12806,3
A12636,3
A03209,3
A06851,3
A13364,3
A08728,3
A09543,3
A09273,3
A09267,3
A03868,3
A09905,3
A07984,3
A00935,3
A01884,3
A13706,3
A06122,3
A11744,3
A11508,3
A04933,3
A02567,3
A09854,3
A03252,3
A00321,3
A05238,3
A05322,3
A01119,3
A03056,3
A01824,3
A13714,3
A04864,3
A05084,3
A02311,3
A03269,3
A11762,3
A09150,3
A13339,3
A12386,3
A04208,3
A03187,3
A08979,3
A03493,3
A02772,3
A13813,3
A07259,3
A02298,3
A06213,3
A02722,3
A13341,3
A03221,3
A12847,3
A13421,3
A03715,3
A09560,3
A12193,3
A02073,3
A04541,3
A01587,3
A02484,3
A02381,3
A07329,3
A05966,3
A08233,3
A04657,3
A02317,3
A04946,3
A11250,3
A04344,3
A05450,3
A09642,3
A05742,3
A11520,3
A10067,3
A04909,3
A07383,3
A08094,3
A10081,3
A03648,3
A03973,3
A03885,3
A09163,3
A01766,3
A07130,3
A04255,3
A11563,3
A10550,3
A01030,3
A00938,3
A02021,3
A08390,3
A01881,3
A01432,3
A06101,3
A09251,3
A04957,3
A12470,3
A11211,3
A01953,3
A07192,3
A05005,3
A05673,3
A02162,3
A10669,3
A01758,3
A01165,3
A06373,3
A00399,3
A04607,3
A08875,3
A04859,3
A02913,3
A10227,3
A04790,3
A08870,3
A10230,3
A10167,3
A09276,3
A01267,3
A11910,3
A09986,3
A11206,3
A10503,3
A10405,3
A06443,3
A06954,3
A01159,3
A08404,3
A00245,3
A10090,3
A02103,3
A02604,3
A11771,3
A07535,3
A02975,3
A08951,3
A04352,3
A09694,3
A12382,3
A08214,3
A10704,3
A04846,3
A11821,3
A09422,3
A02239,3
A05483,3
A13227,3
A07076,3
A03962,3
A08549,3
A02421,3
A11860,3
A04249,3
A12371,3
A11890,3
A03341,3
A06849,3
A10068,3
A06967,3
A11091,3
A05519,3
A08292,3
A03230,3
A05786,3
A09588,3
A06005,3
A07523,3
A05387,3
A12884,3
A06580,3
A00947,3
A05494,3
A07734,3
A00958,3
A03712,3
A08715,3
A03347,3
A00005,3
A07590,3
A11685,3
A12330,3
A07208,3
A02279,3
A01240,3
A11851,3
A00635,3
A10010,3
A06085,3
A01024,3
A07812,3
A05606,3
A13040,3
A04318,3
A11070,3
A13860,3
A02853,3
A04867,3
A12367,3
A12079,3
A05727,3
A01455,3
A11076,3
A12474,3
A06203,3
A08042,3
A12150,3
A00036,3
A04971,3
A04874,3
A01305,3
A03595,3
A11495,3
A04906,3
A13484,3
A01376,3
A12803,3
A11156,3
A09804,3
A13444,3
A12248,3
A00284,3
A06717,3
A02039,3
A02876,3
A12036,3
A13294,3
A06329,3
A07238,3
A01169,3
A06345,3
A10830,3
A02702,3
A11729,3
A11833,3
A08211,3
A01852,3
A01570,3
A08579,3
A08769,3
A02676,3
A03111,3
A03170,3
A02592,3
A02902,3
A09737,3
A13657,3
A01809,3
A12049,3
A06945,3
A09067,3
A12918,3
A11236,3
A11306,3
A09592,3
A01242,3
A08789,3
A08520,3
A07977,3
A01361,3
A01033,3
A12809,3
A03581,3
A08727,3
A10937,3
A03119,3
A06518,3
A09787,3
A08626,3
A08176,3
A02545,3
A09042,3
A06838,3
A09372,3
A07418,3
A01347,3
A02046,3
A12327,3
A12168,3
A02341,3
A11717,3
A09700,3
A07607,3
A11040,3
A09605,3
A01288,3
A11959,3
A11681,3
A06912,3
A04782,3
A09113,3
A10925,3
A11734,3
A12347,3
A11032,3
A02355,3
A06741,3
A10923,3
A04542,3
A09454,3
A12103,3
A09906,3
A00308,3
A08862,3
A07129,3
A13078,3
A06532,3
A03918,3
A09349,3
A06598,3
A12443,3
A04719,3
A08525,3
A09614,3
A09211,3
A05658,3
A10106,3
A07295,3
A11972,3
A08186,3
A03050,3
A03232,3
A03171,3
A01965,3
A11862,3
A02004,3
A05883,3
A11772,3
A10021,3
A08004,3
A06647,3
A11418,3
A07562,3
A12567,3
A09760,3
A11571,3
A01676,3
A02501,3
A05682,3
A01633,3
A10477,3
A13638,3
A03240,3
A04393,3
A02854,3
A06979,3
A02997,3
A13258,3
A04978,3
A13621,3
A05878,3
A07478,3
A11680,3
A02047,3
A07466,3
A09129,3
A02090,3
A05075,3
A08920,3
A06092,3
A12349,3
A00426,3
A04700,3
A01436,3
A13477,3
A05134,3
A06670,3
A03959,3
A13018,3
A11441,3
A01800,3
A01906,3
A09371,3
A02801,3
A10375,3
A03466,3
A13206,3
A12650,3
A06033,3
A02178,3
A04562,3
A03939,3
A06321,3
A09518,3
A01957,3
A13091,3
A05321,3
A05797,3
A02305,3
A10157,3
A04313,3
A07878,3
A05373,3
A07773,3
A12976,3
A00837,3
A04715,3
A07660,3
A08064,3
A06914,3
A05381,3
A01370,3
A12484,3
A02223,3
A08031,3
A10107,3
A09659,3
A09658,3
A04308,3
A03908,3
A01468,3
A07559,3
A03289,3
A08246,3
A00931,3
A00566,3
A01410,3
A02489,3
A12303,3
A00398,3
A08294,3
A00494,3
A06706,3
A06368,3
A01505,3
A02841,3
A04686,3
A00671,3
A13664,3
A11904,3
A09271,3
A07526,3
A02963,3
A08858,3
A13515,3
A02013,3
A10348,3
A05496,3
A11607,3
A07574,3
A10188,3
A11569,3
A12116,3
A12067,3
A13596,3
A08756,3
A11653,3
A11355,3
A11552,3
A03592,3
A10810,3
A11405,3
A09094,3
A08811,3
A11450,3
A13823,3
A10986,3
A07527,3
A07301,3
A05533,3
A04024,3
A10532,3
A04226,3
A00456,3
A00222,3
A13036,3
A07337,3
A01498,3
A10714,3
A09606,3
A13387,3
A08152,3
A04717,3
A06615,3
A08857,3
A07677,3
A12753,3
A13352,3
A08801,3
A04919,3
A06429,3
A10480,3
A10169,3
A11266,3
A02011,3
A11218,3
A04585,3
A01324,3
A08988,3
A05477,3
A08865,3
A01893,3
A02590,3
A05809,3
A03935,3
A08287,3
A12716,3
A06461,3
A07042,3
A13166,3
A00495,3
A08731,3
A09712,3
A11715,3
A13584,3
A12767,3
A05016,3
A07280,3
A11529,3
A09124,3
A12792,3
A03417,3
A13648,3
A00006,3
A07334,3
A01104,3
A04818,3
A06963,3
A00050,3
A01690,3
A03410,3
A03383,3
A04573,3
A02517,3
A06051,3
A13146,3
A00538,3
A07774,3
A07202,3
A08467,3
A03467,3
A03127,3
A05523,3
A01659,3
A04595,3
A00922,3
A04219,3
A01514,3
A00315,3
A05996,3
A09529,3
A09227,3
A05384,3
A02796,3
A12237,3
A01796,3
A02141,3
A05590,3
A01728,3
A01016,3
A06112,3
A10959,3
A06248,3
A12033,3
A13060,3
A12157,3
A11337,3
A13696,3
A07435,3
A08273,3
A08636,3
A07796,3
A05298,3
A11396,3
A02632,3
A07715,3
A03810,3
A10125,3
A05331,3
A13697,3
A06526,3
A09303,3
A05810,3
A02679,3
A05556,3
A09355,3
A08509,3
A13218,3
A13217,3
A10578,3
A00185,3
A10005,3
A00906,3
A09779,3
A06659,3
A03741,3
A05783,3
A11136,3
A02680,3
A03077,3
A06026,3
A00796,3
A03980,3
A00081,3
A07597,3
A07982,3
A01821,3
A00825,3
A08598,3
A01778,3
A02493,3
A11030,3
A07537,3
A06929,3
A13723,3
A12171,3
A10624,3
A13680,3
A11067,3
A09500,3
A08096,3
A04016,3
A12561,3
A00477,3
A06413,3
A04795,3
A00302,3
A03189,3
A05573,3
A13245,3
A03760,3
A04112,3
A11440,3
A03573,3
A10342,3
A00046,3
A02204,3
A11445,3
A09075,3
A13302,3
A04843,3
A01316,3
A09862,3
A04533,3
A01270,3
A13333,3
A06100,3
A01313,3
A06109,3
A11891,3
A02578,3
A00288,3
A03877,3
A11828,3
A04609,3
A02909,3
A08047,3
A06536,3
A06406,3
A08489,3
A13493,3
A00141,3
A10225,3
A11325,3
A04740,3
A01620,3
A13361,3
A00160,3
A02193,3
A02031,3
A00535,3
A11664,3
A12562,3
A09956,3
A08982,3
A02496,3
A05806,3
A07797,3
A07637,3
A07588,3
A00592,3
A12126,3
A13209,3
A01072,3
A11505,3
A00807,3
A07486,3
A06284,3
A11696,3
A11009,3
A13883,3
A05781,3
A04303,3
A02014,3
A05538,3
A13021,3
A00704,3
A06145,3
A02518,3
A05547,3
A11327,3
A05461,3
A08785,3
A04632,3
A00705,3
A02626,3
A01055,3
A02416,3
A06468,3
A04168,3
A07400,3
A07810,3
A05958,3
A04001,3
A01464,3
A06965,3
A11935,3
A01155,3
A07124,3
A04805,3
A08237,3
A03324,3
A09205,3
A00645,3
A10826,3
A05173,3
A04519,3
A05070,3
A11803,3
A12236,3
A06260,3
A08351,3
A10590,3
A05824,3
A01507,3
A06079,3
A02580,3
A01445,3
A05320,3
A12615,3
A12203,3
A06906,3
A02523,3
A12263,3
A02534,3
A13542,3
A13213,3
A13826,3
A05963,3
A08758,3
A08710,3
A04836,3
A07306,3
A10904,3
A08886,3
A01062,3
A00436,3
A07241,3
A08206,3
A08570,3
A08089,3
A04234,3
A01524,3
A08478,3
A13549,3
A07639,3
A06193,3
A01480,3
A08922,3
A11416,3
A00634,3
A13777,3
A13845,3
A08736,3
A04953,3
A04659,3
A09151,3
A08696,3
A07842,3
A02778,3
A01563,3
A09620,3
A10186,3
A05681,3
A11062,3
A07439,3
A12756,3
A01212,3
A08335,3
A00970,3
A05154,3
A04680,3
A09750,3
A05929,3
A00459,3
A11195,3
A06896,3
A12704,3
A07775,3
A13323,3
A02375,3
A05773,3
A12885,3
A11915,3
A11638,3
A12471,3
A03096,3
A09231,3
A00035,3
A10164,3
A12121,3
A05028,3
A09268,3
A05335,3
A02476,3
A01419,3
A03567,3
A12623,3
A05738,3
A09852,3
A04102,3
A02684,3
A08043,3
A06711,3
A09816,3
A02705,3
A09580,3
A00473,3
A02370,3
A05875,3
A05266,3
A12942,3
A11564,3
A08721,3
A08374,3
A04559,3
A13008,3
A02840,3
A07097,3
A09681,3
A06253,3
A07755,3
A05501,3
A11723,3
A10296,3
A06775,3
A11869,3
A04590,3
A00720,3
A13389,3
A05037,3
A04426,3
A05733,3
A03146,3
A00240,3
A02183,3
A05342,3
A12927,3
A03303,3
A07141,3
A04526,3
A08869,3
A13672,3
A00447,3
A09769,3
A11814,3
A03208,3
A00083,3
A02452,3
A01314,3
A04436,3
A01328,3
A13601,3
A02323,3
A04301,3
A10287,3
A04388,3
A05619,3
A08837,3
A03379,3
A10039,3
A00755,3
A12697,3
A13476,3
A11461,3
A13497,3
A05465,3
A06136,3
A07550,3
A06833,3
A03555,3
A06606,3
A11081,3
A02865,3
A02481,3
A02541,3
A02762,3
A05942,3
A04205,3
A13022,3
A11305,3
A00064,3
A04739,3
A02795,3
A03255,3
A04950,3
A01301,3
A01502,3
A00672,3
A10165,3
A04366,3
A03126,3
A03284,3
A00657,3
A06116,3
A07816,3
A03087,3
A11940,3
A02321,3
A10084,3
A11216,3
A02574,3
A00439,3
A10166,3
A08006,3
A10833,3
A07965,3
A01304,3
A06048,3
A07036,3
A09098,3
A10113,3
A11544,3
A05871,3
A04755,3
A10737,3
A06635,3
A06349,3
A08620,3
A13597,3
A01625,3
A13682,3
A09297,3
A09341,3
A01326,3
A10463,3
A12861,3
A05525,3
A12746,3
A01837,3
A02405,3
A07296,3
A01741,3
A00788,3
A09219,3
A07875,3
A04551,3
A03407,3
A07197,3
A10389,3
A11049,3
A03201,3
A00381,3
A05431,3
A07887,3
A05940,3
A12537,3
A02261,3
A13535,3
A09153,3
A01626,3
A05919,3
A09442,3
A10267,3
A10658,3
A01017,3
A09565,3
A09140,3
A05589,3
A05794,3
A04012,3
A13808,3
A03897,3
A05011,3
A11809,3
A03338,3
A04257,3
A07464,3
A06415,3
A12113,3
A09864,3
A12819,3
A03524,3
A04518,3
A11920,3
A04522,3
A03153,3
A09699,3
A01216,3
A04203,3
A08039,3
A08422,3
A11658,3
A09523,3
A00830,3
A11020,3
A06679,3
A12760,3
A02000,3
A04252,3
A03953,3
A13414,3
A01941,3
A00334,3
A10380,3
A01591,3
A04248,3
A04852,3
A06856,3
A06251,3
A13099,3
A04378,3
A10905,3
A05289,3
A11602,3
A10813,3
A11447,3
A13408,3
A02361,3
A10292,3
A05587,3
A02598,3
A00041,3
A11643,3
A03665,3
A03204,3
A03582,3
A07571,3
A06388,3
A03884,2
A02576,2
A03563,2
A03745,2
A11670,2
A07227,2
A04937,2
A12475,2
A08368,2
A11042,2
A06002,2
A10369,2
A01251,2
A12886,2
A00899,2
A02196,2
A13155,2
A11014,2
A13272,2
A02448,2
A00664,2
A06007,2
A12955,2
A09278,2
A13470,2
A06244,2
A01762,2
A01146,2
A12344,2
A08305,2
A11515,2
A10033,2
A04073,2
A10320,2
A02959,2
A03635,2
A01132,2
A10670,2
A04136,2
A05053,2
A03967,2
A13861,2
A02614,2
A05626,2
A02339,2
A07606,2
A07948,2
A08533,2
A11006,2
A09401,2
A07918,2
A08751,2
A09439,2
A03858,2
A07836,2
A04733,2
A07102,2
A13087,2
A08823,2
A10799,2
A05695,2
A00549,2
A01228,2
A00767,2
A06570,2
A09247,2
A12239,2
A13895,2
A11641,2
A11483,2
A03337,2
A09006,2
A01991,2
A00953,2
A00548,2
A12127,2
A08379,2
A08563,2
A04000,2
A13791,2
A09539,2
A01749,2
A03461,2
A11307,2
A04917,2
A02414,2
A08577,2
A13817,2
A07310,2
A06859,2
A12332,2
A05490,2
A07927,2
A04179,2
A09450,2
A01581,2
A03638,2
A01138,2
A04695,2
A10869,2
A13594,2
A13148,2
A10890,2
A00008,2
A05576,2
A02849,2
A06960,2
A00523,2
A03998,2
A10710,2
A02431,2
A02799,2
A07540,2
A02869,2
A07054,2
A13250,2
A05255,2
A11581,2
A01958,2
A00457,2
A08457,2
A11706,2
A13778,2
A10932,2
A02277,2
A05975,2
A03462,2
A02012,2
A10077,2
A08538,2
A03268,2
A02977,2
A05196,2
A02480,2
A07204,2
A11794,2
A06259,2
A08641,2
A03453,2
A00016,2
A11791,2
A11726,2
A11265,2
A04730,2
A04528,2
A00822,2
A09468,2
A08265,2
A06087,2
A00810,2
A01630,2
A02224,2
A01877,2
A07972,2
A00130,2
A02028,2
A10454,2
A04195,2
A04417,2
A10572,2
A11677,2
A12743,2
A05009,2
A10774,2
A00123,2
A12830,2
A00881,2
A07432,2
A10440,2
A03671,2
A03277,2
A00078,2
A10378,2
A03519,2
A00269,2
A03613,2
A03251,2
A06089,2
A04945,2
A10178,2
A01811,2
A05815,2
A13392,2
A10545,2
A06867,2
A02202,2
A07341,2
A01838,2
A13801,2
A10633,2
A06660,2
A08658,2
A11368,2
A12926,2
A05476,2
A00683,2
A06113,2
A06621,2
A04025,2
A02147,2
A10841,2
A12365,2
A00117,2
A03330,2
A08818,2
A01802,2
A10808,2
A01951,2
A12663,2
A09369,2
A06544,2
A12957,2
A02815,2
A08136,2
A12644,2
A08989,2
A12574,2
A01783,2
A08311,2
A04259,2
A11465,2
A00416,2
A07974,2
A11981,2
A06455,2
A11428,2
A06595,2
A02310,2
A08469,2
A03374,2
A13795,2
A12526,2
A10280,2
A01859,2
A09448,2
A04654,2
A01312,2
A07314,2
A00168,2
A02466,2
A02068,2
A07193,2
A03497,2
A05427,2
A12243,2
A06879,2
A04688,2
A07211,2
A09813,2
A13811,2
A13200,2
A09932,2
A10050,2
A10053,2
A09179,2
A04834,2
A05049,2
A01094,2
A11475,2
A13508,2
A06686,2
A06444,2
A09798,2
A04008,2
A03927,2
A13264,2
A11562,2
A01280,2
A07897,2
A03579,2
A05768,2
A02596,2
A00242,2
A10409,2
A04743,2
A07785,2
A10824,2
A06636,2
A02514,2
A01847,2
A11999,2
A02813,2
A06102,2
A07203,2
A09026,2
A09383,2
